record_id,tweet_id,llm_polaridade,llm_marcadores_linguisticos
fnxptbr-0439,1535380440177348609,neutro,"APELO_A_AUTORIDADE, HASHTAG, LINGUAGEM_TECNICA, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA, USER_MENTION"
fnxptbr-0440,1342512685238333440,positivo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0441,1335918281534869504,neutro,"CALL_TO_ACTION, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0442,1347318783728300037,positivo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, EMOJI, SINAL_CERTEZA"
fnxptbr-0443,1349030954061492236,neutro,"APELO_A_AUTORIDADE, LINGUAGEM_TECNICA, PRESENCA_DE_DATA"
fnxptbr-0444,1350119011120459776,negativo,"ALERTA_URGENTE, EMOJI, LINK_EXTERNO, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA"
fnxptbr-0445,1351989516702257153,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0446,1347528903150231552,positivo,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0447,1350121216636542976,negativo,"ALERTA_URGENTE, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0448,1358528533354733568,positivo,"APELO_A_AUTORIDADE, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0449,1368639549853827074,neutro,"PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0450,1370168411020484608,negativo,"APELO_A_AUTORIDADE, HASHTAG, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0451,1365436979601629184,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, HASHTAG, SINAL_CERTEZA"
fnxptbr-0452,1358864739967901699,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0453,1364251211294265345,neutro,"APELO_A_AUTORIDADE, LINGUAGEM_TECNICA, PRESENCA_DE_DATA"
fnxptbr-0454,1374485903561748485,neutro,"EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0455,1384033082068520964,negativo,"APELO_A_AUTORIDADE, HASHTAG, USER_MENTION"
fnxptbr-0456,1388229652494393349,negativo,"HASHTAG, HIPERBOLE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0457,1399201632659947525,negativo,"APELO_A_AUTORIDADE, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0458,1404918224995684358,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0459,1393547096792444930,negativo,"ALERTA_URGENTE, CAIXA_ALTA, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0460,1388158727455399936,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0461,1399809571879849998,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, USER_MENTION"
fnxptbr-0462,1408285837259948034,negativo,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0463,1399874645663391749,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0464,1403351302202081298,positivo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, EMOJI, HASHTAG, LINGUAGEM_TECNICA, LINK_EXTERNO"
fnxptbr-0465,1374527625973010435,negativo,"APELO_A_AUTORIDADE, IRONIA_SARCASMO, LINK_EXTERNO, PONTUACAO_INTERCALADA, PRESENCA_DE_RISADA"
fnxptbr-0466,1399037635302199299,negativo,"CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0467,1422338978334785542,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0468,1423022535705120775,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0469,1419059818376073222,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, EMOJI, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0470,1425275793744203777,negativo,"EMOJI, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0471,1426982086276259841,neutro,"CITACAO_CIENTIFICA, LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0472,1426614604340383749,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_DUVIDA, URL_CURTA"
fnxptbr-0473,1436431786825949221,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0474,1437060691484086282,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0475,1436688571273031682,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0476,1441151457894432768,positivo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, USER_MENTION"
fnxptbr-0477,1446600045076287490,negativo,"ALERTA_URGENTE, EMOJI, LINK_EXTERNO, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0478,1456374242681909250,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, IRONIA_SARCASMO, LINK_EXTERNO"
fnxptbr-0479,1461031380092026882,negativo,"ASPAS, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0480,1456394931531038722,neutro,"CALL_TO_ACTION, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0481,1458484724536647690,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0482,1478677055550144514,negativo,"APELO_A_AUTORIDADE, POLARIZACAO_NOS_VS_ELES, PRONOME_COLETIVO"
fnxptbr-0483,1478040611940884482,negativo,"APELO_A_AUTORIDADE, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0484,1479166195471470597,negativo,"APELO_A_AUTORIDADE, CITACAO_DIRETA, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0485,1463175513514692618,negativo,"CALL_TO_ACTION, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0486,1483257270343450625,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, HIPERBOLE, LINK_EXTERNO, PONTUACAO_EXCESSIVA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0487,1475832538358861830,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0488,1492203103390777347,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0489,1479477528180015111,positivo,"APELO_A_AUTORIDADE, SINAL_CERTEZA"
fnxptbr-0490,1494855288742195200,neutro,"CALL_TO_ACTION, CITACAO_CIENTIFICA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA"
fnxptbr-0491,1488639886823411716,positivo,"CITACAO_DIRETA, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0492,1483939399603736578,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0493,1502125437379567627,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SARCASMO_IRONIA, USER_MENTION"
fnxptbr-0494,1494114648026542080,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0495,1503875691745579017,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, USER_MENTION"
fnxptbr-0496,1498394327118139399,negativo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, SINAL_DUVIDA, USER_MENTION"
fnxptbr-0497,1508146846006493184,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, CITACAO_DIRETA, LINK_EXTERNO, PRONOME_COLETIVO, USER_MENTION"
fnxptbr-0498,1522253549228503040,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0499,1521610358712160262,negativo,"APELO_A_AUTORIDADE, CITACAO_DIRETA, LINK_EXTERNO, USER_MENTION"
fnxptbr-0500,1524290162498445315,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, URL_CURTA"
fnxptbr-0501,1523797483302047745,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0502,1508130272092557312,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0503,1531246798165225474,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0504,1532401640694759425,negativo,"APELO_A_AUTORIDADE, LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0505,1529492190094934017,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0506,1529851005520814080,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0507,1535217897135558656,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0508,1534607864471375872,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0509,1544802179755671552,neutro,"APELO_A_AUTORIDADE, LINGUAGEM_TECNICA, PRESENCA_DE_DATA"
fnxptbr-0510,1565103802918780928,positivo,"CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0511,1545839981964451840,negativo,"CALL_TO_ACTION, CITACAO_DIRETA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_AMEACA"
fnxptbr-0512,1548631380145455104,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0513,1562126167708209152,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0514,1577846451262078976,negativo,"APELO_A_AUTORIDADE, DISCRIMINACAO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0515,1564557880732389377,negativo,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0516,1586648090144120832,positivo,"EMOJI, HASHTAG, SINAL_CERTEZA, URL_CURTA, USER_MENTION"
fnxptbr-0517,1586908672621436933,neutro,"LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0518,1577271163100622853,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, HASHTAG_IMPLICITA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0519,1587641707935457280,negativo,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0520,1593711511343710209,negativo,"CITACAO_CIENTIFICA, GIRIA, IRONIA_SARCASMO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0521,1590460586890231808,positivo,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0522,1595571370632544256,negativo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, HASHTAG_IMPLÍCITA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0523,1597696309418684416,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, DISCRIMINACAO, LINK_EXTERNO, SINAL_DUVIDA"
fnxptbr-0524,1590797216914210816,negativo,"CAIXA_ALTA, HIPERBOLE, IRONIA_SARCASMO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA"
fnxptbr-0525,1597673965048434688,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_DUVIDA"
fnxptbr-0526,1587492518450585601,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0527,1597223140291416065,neutro,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, HASHTAG, URL_CURTA, USER_MENTION"
fnxptbr-0528,1601217099267203073,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0529,1587227731636494337,negativo,"CALL_TO_ACTION, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0530,1595210835739156481,neutro,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, LINGUAGEM_TECNICA, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0531,1590484522579415040,neutro,"APELO_A_AUTORIDADE, PRONOME_COLETIVO, SINAL_CERTEZA"
fnxptbr-0532,1587257947968749568,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0533,1589776419437293568,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0534,1610376955425079297,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_INTERCALADA, USER_MENTION"
fnxptbr-0535,1595198374893985794,negativo,"ALERTA_URGENTE, CALL_TO_ACTION, EMOJI, IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0536,1603924471253028866,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0537,1599020048953507840,negativo,"CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0538,1600577053694246913,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA, LINK_EXTERNO"
fnxptbr-0539,1607010612852457473,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0540,1602358374619926530,positivo,"CAIXA_ALTA, ESPACAMENTO_ENTRE_LETRAS, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0541,1604823412354027522,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, DISCRIMINACAO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0542,1609947823612563461,positivo,"ALERTA_URGENTE, CAIXA_ALTA, CALL_TO_ACTION, COMPARACAO_NUMERICA, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0543,1607171684993273856,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, HIPERBOLE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0544,1607698683407089664,neutro,"APELO_A_AUTORIDADE, CITACAO_CIENTIFICA"
fnxptbr-0545,1623360046900908043,positivo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRONOME_COLETIVO, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0546,1619606274030686209,negativo,"ACUSACAO_DIRETA, ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA, SINAL_CERTEZA"
fnxptbr-0547,1622205516452691968,negativo,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, METAFORA, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0548,1627647993867296768,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0549,1618385488510947328,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0550,1630020777759080448,neutro,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA, USER_MENTION"
fnxptbr-0551,1612962662148894722,negativo,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0552,1631263863898349569,neutro,"HASHTAG, LINK_EXTERNO, URL_CURTA"
fnxptbr-0553,1630928035091283969,negativo,"EMOJI, IRONIA_SARCASMO, POLARIZACAO_NOS_VS_ELES, RETICENCIAS, SINAL_DUVIDA"
fnxptbr-0554,1634647920749211652,neutro,"ALERTA_URGENTE, EMOJI, HASHTAG, LINK_EXTERNO, URL_CURTA"
fnxptbr-0555,1627469168936161281,neutro,"ALERTA_URGENTE, CAIXA_ALTA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0556,1631763449582583811,,
fnxptbr-0557,1643212263044653057,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0558,1653871731012976640,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0559,1652095483756544007,positivo,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0560,1646294151284097025,negativo,"POLARIZACAO_NOS_VS_ELES, URL_CURTA, USER_MENTION"
fnxptbr-0561,1653804769700454401,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CALL_TO_ACTION, EMOJI, HIPERBOLE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0562,1653856956271185920,positivo,"CAIXA_ALTA, CITACAO_CIENTIFICA, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0563,1638243122823024642,neutro,"LINK_EXTERNO, USER_MENTION"
fnxptbr-0564,1651234520257945614,neutro,"HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA, USER_MENTION"
fnxptbr-0565,1651199450033930242,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0566,1666943453815623717,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
fnxptbr-0567,1658627304287875073,negativo,"IRONIA_SARCASMO, LINK_EXTERNO, METAFORA, RETICENCIAS, USER_MENTION"
fnxptbr-0568,1662053307727093762,positivo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HASHTAG_IMPLICITA, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0569,1676595567844028420,negativo,"CAIXA_ALTA, GIRIA, HASHTAG, IRONIA_SARCASMO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, URL_CURTA, USER_MENTION"
fnxptbr-0570,1677059989746188289,negativo,"GIRIA, HIPERBOLE, IRONIA_SARCASMO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0571,1670466598702809089,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, HASHTAG, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA, USER_MENTION"
fnxptbr-0572,1689435047391014913,negativo,"HIPERBOLE, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0573,1692546861251354708,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0574,1695189088066781387,positivo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0575,1692998500366131313,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO"
fnxptbr-0576,1697196328520913303,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0577,1697452440168116672,negativo,"ALERTA_URGENTE, CAIXA_ALTA, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA"
fnxptbr-0578,1701987372768940174,negativo,"APELO_A_AUTORIDADE, DISCRIMINACAO, LINK_EXTERNO, PALAVRAO, POLARIZACAO_NOS_VS_ELES, PONTUACAO_EXCESSIVA"
fnxptbr-0579,1699415348573872517,positivo,"EMOJI, LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0580,1703117638161842504,negativo,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, METAFORA, PRESENCA_DE_DATA, SINAL_URGENTE"
fnxptbr-0581,1703900262291607755,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0582,1702364467072324051,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HASHTAG, LINK_EXTERNO, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0583,1691178419529064449,negativo,"APELO_A_AUTORIDADE, CALL_TO_ACTION, LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0584,1702369187279053140,negativo,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0585,1695148997478883646,neutro,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0586,1711425149440774372,negativo,"POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0587,1712094102278267237,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0588,1699612597442539670,negativo,"LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0589,1702026272115740917,neutro,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0590,1703835638116524362,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0591,1714410239968129484,neutro,"APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0592,1719415639289340095,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0593,1720564338287620204,negativo,"LINK_EXTERNO, PRESENCA_DE_DATA, URL_CURTA"
fnxptbr-0594,1706703267814686779,neutro,"CITACAO_CIENTIFICA, LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0595,1719882018979225842,neutro,"LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0596,1723804105754169563,negativo,"APELO_A_AUTORIDADE, HASHTAG, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0597,1724396769528746467,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, PRESENCA_DE_DATA"
fnxptbr-0598,1719104783980654766,positivo,"CAIXA_ALTA, EMOJI, HIPERBOLE, LINK_EXTERNO, SINAL_CERTEZA"
fnxptbr-0599,1734739268482826301,neutro,"ALERTA_URGENTE, APELO_A_AUTORIDADE, EMOJI, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0600,1732102674135347434,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, HIPERBOLE, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0601,1731660459726479568,negativo,"APELO_A_AUTORIDADE, CAIXA_ALTA, CALL_TO_ACTION, EMOJI, LINK_EXTERNO, PONTUACAO_EXCESSIVA, USER_MENTION"
fnxptbr-0602,1745392113401974824,neutro,"LINK_EXTERNO, PRESENCA_DE_DATA"
fnxptbr-0603,1733243847927361609,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, HIPERBOLE, LINK_EXTERNO, PRESENCA_DE_DATA, SINAL_CERTEZA"
fnxptbr-0604,1738165857656754668,negativo,"ALERTA_URGENTE, APELO_A_AUTORIDADE, LINK_EXTERNO, SINAL_CERTEZA, USER_MENTION"
fnxptbr-0605,1746229528144273514,neutro,"ALERTA_URGENTE, CAIXA_ALTA, EMOJI, LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0606,1755285607469683169,negativo,"LINK_EXTERNO, URL_CURTA"
fnxptbr-0607,1752821881097343466,neutro,"CITACAO_CIENTIFICA, EMOJI, LINGUAGEM_TECNICA, LINK_EXTERNO, PRESENCA_DE_DATA, USER_MENTION"
fnxptbr-0608,1761882360293785891,negativo,"LINK_EXTERNO, METAFORA, SINAL_CERTEZA"
fnxptbr-0609,1751350916366680207,neutro,"LINK_EXTERNO, URL_CURTA, USER_MENTION"
fnxptbr-0610,1758592766907396286,positivo,"APELO_A_AUTORIDADE, CAIXA_ALTA, EMOJI, ESPACAMENTO_ENTRE_LETRAS, PRESENCA_DE_DATA, SINAL_CERTEZA, URL_CURTA"
fnxptbr-0611,1758106647279399238,neutro,"APELO_A_AUTORIDADE, LINK_EXTERNO, PONTUACAO_INTERCALADA, PRESENCA_DE_DATA"
fnxptbr-0612,1768401725956796731,negativo,"CALL_TO_ACTION, LINK_EXTERNO, PONTUACAO_EXCESSIVA"
fnxptbr-0613,1770494359957278744,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES, USER_MENTION"
fnxptbr-0614,1774543851765526866,negativo,"APELO_A_AUTORIDADE, LINK_EXTERNO, POLARIZACAO_NOS_VS_ELES"
